id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
FISI-NET-011;FISI;FISI-NET;Netzwerkkomponenten;SC;Wie viele Bit hat eine MAC-Adresse?;48 Bit;32 Bit;64 Bit;128 Bit;a;MAC-Adressen sind 48 Bit (6 Byte) lang und werden hexadezimal dargestellt, z. B. 00:1A:2B:3C:4D:5E.;mittel;Rahmenlehrplan FISI
FISI-NET-012;FISI;FISI-NET;Subnetting;SC;Wie viele nutzbare Host-Adressen bietet ein /24-Netz?;254;256;255;128;a;"Ein /24-Netz umfasst 256 Adressen; Netz- und Broadcastadresse sind reserviert, sodass 254 Hosts nutzbar sind.";mittel;Rahmenlehrplan FISI
FISI-NET-013;FISI;FISI-NET;Dienste;SC;Welche Aufgabe hat DHCP?;Automatische Vergabe von IP-Konfigurationen an Clients;Auflösung von Domainnamen;Weiterleitung von Paketen zwischen Netzen;Verschlüsselung von Verbindungen;a;DHCP vergibt automatisch IP-Adresse, Subnetzmaske, Gateway und DNS-Server an Clients.;leicht;Rahmenlehrplan FISI
FISI-NET-014;FISI;FISI-NET;Netzwerkkomponenten;SC;Wozu dient ein VLAN?;Zur logischen Trennung eines Netzes in getrennte Segmente;Zur Erhöhung der Bandbreite aller Ports;Zur Vergabe von IP-Adressen;Zur Namensauflösung;a;VLANs trennen Geräte logisch auf einem Switch, z. B. nach Abteilungen, und erhöhen Sicherheit und Übersicht.;mittel;Rahmenlehrplan FISI
FISI-NET-015;FISI;FISI-NET;WLAN;SC;Welche Verschlüsselung gilt als aktueller Sicherheitsstandard für WLAN?;WPA3;WEP;WPA;MAC-Filterung;a;"WPA3 ist der aktuelle Standard; WEP ist unsicher, WPA veraltet und MAC-Filterung allein bietet kaum Schutz.";mittel;Rahmenlehrplan FISI
FISI-NET-016;FISI;FISI-NET;OSI-Modell;SC;Auf welcher Schicht des OSI-Modells arbeitet ein Switch?;Sicherungsschicht (Layer 2);Vermittlungsschicht (Layer 3);Transportschicht (Layer 4);Anwendungsschicht (Layer 7);a;Ein Switch arbeitet auf Layer 2 und leitet Frames anhand von MAC-Adressen weiter.;leicht;Rahmenlehrplan FISI
FISI-NET-017;FISI;FISI-NET;OSI-Modell;SC;Auf welcher Schicht arbeitet ein Router?;Vermittlungsschicht (Layer 3);Sicherungsschicht (Layer 2);Bitübertragungsschicht (Layer 1);Sitzungsschicht (Layer 5);a;Router arbeiten auf Layer 3 und leiten Pakete anhand von IP-Adressen weiter.;leicht;Rahmenlehrplan FISI
FISI-NET-018;FISI;FISI-NET;OSI-Modell;MC;Welche Aufgaben hat die Transportschicht?;Segmentierung der Daten;Ende-zu-Ende-Übertragung;Flusskontrolle;Physikalische Übertragung von Bits;a,b,c;Die Transportschicht regelt Ende-zu-Ende-Verbindungen, Segmentierung, Flusskontrolle und Ports. Bits überträgt Layer 1.;mittel;Rahmenlehrplan FISI
FISI-NET-019;FISI;FISI-NET;TCP/IP;SC;Was unterscheidet TCP von UDP?;TCP ist verbindungsorientiert und sichert die Reihenfolge, UDP nicht;UDP ist verbindungsorientiert;TCP arbeitet ohne Ports;UDP kann keine Daten senden;a;TCP baut eine Verbindung auf und sichert Reihenfolge und Wiederholung. UDP arbeitet verbindungslos und ist schneller.;mittel;Rahmenlehrplan FISI
FISI-NET-020;FISI;FISI-NET;IP-Adressierung;SC;Wie viele Hosts sind in einem /24-Netz nutzbar?;254;256;255;128;a;Ein /24-Netz hat 256 Adressen. Nach Abzug von Netz- und Broadcastadresse bleiben 254 nutzbare Hostadressen.;mittel;Rahmenlehrplan FISI
FISI-NET-021;FISI;FISI-NET;IP-Adressierung;SC;Was ist die Broadcastadresse eines Netzes?;Die höchste Adresse im Netz, die alle Hosts erreicht;Die erste Adresse im Netz;Immer 0.0.0.0;Die Adresse des Routers;a;Die Broadcastadresse ist die letzte Adresse des Netzes und adressiert alle Hosts.;mittel;Rahmenlehrplan FISI
FISI-NET-022;FISI;FISI-NET;Subnetting;SC;Was bewirkt die Subnetzmaske 255.255.255.192?;Sie teilt ein /24-Netz in vier Subnetze mit je 62 Hosts;Sie vergrößert das Netz auf 512 Hosts;Sie schaltet das Routing ab;Sie aktiviert IPv6;a;/26 entspricht 255.255.255.192 und ergibt 64 Adressen pro Subnetz, davon 62 nutzbare Hosts.;schwer;Rahmenlehrplan FISI
FISI-NET-023;FISI;FISI-NET;DHCP;SC;Was passiert beim sogenannten DHCP-Lease?;Ein Client erhält eine IP-Konfiguration für eine befristete Gültigkeitsdauer;Ein Client bekommt dauerhaft dieselbe IP-Adresse ohne Ablaufdatum;Der DHCP-Server verschlüsselt den gesamten Netzwerkverkehr;Der DHCP-Server löscht alle vergebenen IP-Adressen;a;Die per DHCP vergebene IP-Konfiguration ist zeitlich befristet (Lease) und muss vor Ablauf erneuert werden.;leicht;Rahmenlehrplan FISI
FISI-NET-024;FISI;FISI-NET;DNS;SC;Welche Aufgabe hat DNS?;Namensauflösung von Domänennamen zu IP-Adressen;Zuweisung von MAC-Adressen;Routing zwischen Netzen;Zeitsynchronisation;a;Das Domain Name System löst Namen wie example.org in IP-Adressen auf.;leicht;Rahmenlehrplan FISI
FISI-NET-025;FISI;FISI-NET;Netzwerkkomponenten;SC;Was ist das Standard-Gateway?;Der Router, der Pakete in andere Netze weiterleitet;Der DNS-Server;Der Switch im Zugangsnetz;Der Proxy der Firewall;a;Das Standard-Gateway ist die Adresse des Routers, an den Pakete für fremde Netze gesendet werden.;mittel;Rahmenlehrplan FISI
FISI-NET-026;FISI;FISI-NET;VLAN;SC;Welchen Sicherheitsvorteil bietet die Trennung von Netzen durch VLANs?;Broadcast-Verkehr und Zugriffe bleiben auf das jeweilige VLAN beschränkt;VLANs verschlüsseln automatisch den gesamten Datenverkehr;VLANs ersetzen die Notwendigkeit einer Firewall vollständig;VLANs verhindern jeglichen Internetzugriff;a;Durch die logische Segmentierung bleiben Broadcast-Domänen und Zugriffsmöglichkeiten auf das jeweilige VLAN begrenzt, was Angriffsflächen reduziert.;mittel;Rahmenlehrplan FISI
FISI-NET-027;FISI;FISI-NET;WLAN;SC;Welche Frequenzbänder nutzt WLAN typischerweise?;2,4 GHz und 5 GHz;88 MHz und 108 MHz;400 MHz und 800 MHz;Nur 60 GHz;a;Übliche WLAN-Bänder sind 2,4 GHz und 5 GHz, zunehmend auch 6 GHz. 2,4 GHz reicht weiter, 5 GHz bietet mehr Kanäle.;mittel;Rahmenlehrplan FISI
FISI-NET-028;FISI;FISI-NET;Hardware;SC;Was ist der Unterschied zwischen einem Hub und einem Switch?;Hub sendet an alle (Broadcast);Switch ist Layer 3;Switch hat keine Ports;Ein Switch arbeitet nur mit Lichtwellenleitern;a;Ein Hub verteilt Pakete blind, ein Switch arbeitet zielgerichtet auf Layer 2.;mittel;IHK
FISI-NET-029;FISI;FISI-NET;IP;SC;Was ist der Unterschied zwischen einem Klasse-C- und einem Klasse-B-Netz?;C hat mehr Hosts;Klasse B Maske ist 255.255.0.0;Kein Unterschied;Klasse-B-Netze sind ausschließlich für Privatanwender reserviert;b;Klasse B bietet einen größeren Adressraum für Hosts.;mittel;IHK
FISI-NET-030;FISI;FISI-NET;Dienste;SC;Welche Funktion hat DNS?;Verschlüsselung;Namensauflösung (URL zu IP);Zuweisung von MAC-Adressen;Vergabe von IP-Adressen an Endgeräte;b;DNS übersetzt menschenlesbare Namen in IP-Adressen.;leicht;IHK
FISI-NET-031;FISI;FISI-NET;VLAN;SC;Was ist ein VLAN?;Physisches Kabelnetz;Logische Segmentierung eines physischen Netzes;Netz für VMs;Ein physisch separates Kabel für jedes Endgerät;b;VLANs trennen Netzwerke logisch auf Layer 2 Basis.;mittel;IHK
FISI-NET-032;FISI;FISI-NET;Protokolle;SC;Wie heißen die vier Schritte des klassischen DHCP-Ablaufs (DORA)?;Discover, Offer, Request, Acknowledge;Detect, Open, Read, Answer;Define, Order, Route, Assign;Dial, Open, Reset, Allocate;a;DHCP läuft in den vier Phasen Discover (Client sucht Server), Offer (Server bietet IP an), Request (Client fordert sie an) und Acknowledge (Server bestätigt) ab.;leicht;IHK
FISI-NET-033;FISI;FISI-NET;OSI;SC;Welcher Layer nutzt IP?;Layer 2;Layer 3 (Vermittlungsschicht);Layer 4;Layer 1 (Bitübertragungsschicht);b;Das Internet Protocol arbeitet auf der Vermittlungsschicht.;mittel;IHK
FISI-NET-034;FISI;FISI-NET;Hardware;SC;Was macht ein Router?;Verbindet Geräte im LAN;Verbindet verschiedene Netzwerke miteinander;Verstärkt nur das Signal;Speichert Webseiten zwischen;b;Router treffen Routing-Entscheidungen auf Basis von IP-Adressen.;leicht;IHK
FISI-NET-035;FISI;FISI-NET;Protokolle;SC;Was macht SMTP?;E-Mail Empfang;E-Mail Versand;Dateiübertragung;Verschlüsselung von Datenverkehr;b;Simple Mail Transfer Protocol wird zum Senden von Mails genutzt.;leicht;IHK
FISI-NET-036;FISI;FISI-NET;WLAN;SC;Was ist WPA3?;Ein alter Funkstandard;Ein modernes Verschlüsselungsprotokoll für WLAN;Ein Router-Hersteller;Ein Protokoll zur Dateifreigabe im LAN;b;WPA3 bietet besseren Schutz vor Brute-Force-Angriffen.;mittel;IHK
FISI-NET-037;FISI;FISI-NET;Modelle;SC;Wofür steht TCP?;Total Control Protocol;Transmission Control Protocol;Technical Center Port;Terminal Connection Point;b;TCP garantiert die korrekte Reihenfolge und Vollständigkeit der Daten.;mittel;IHK
FISI-NET-038;FISI;FISI-NET;IP;SC;Was ist NAT?;Netzwerk-Audio-Transfer;Network Address Translation (Umwandlung privat zu öffentlich);Verschlüsselung;Ein Routing-Protokoll für dynamische Routen;b;Ermöglicht mehreren Geräten im LAN den Zugang zum Internet über eine IP.;schwer;IHK
FISI-NET-039;FISI;FISI-NET;Protokolle;SC;Was macht ICMP?;Datenübertragung;Status- und Fehlermeldungen (z.B. Ping);Website-Aufruf;Verschlüsselung von IP-Paketen;b;Wichtig für Diagnosezwecke im Netzwerk.;schwer;IHK
FISI-NET-040;FISI;FISI-NET;Hardware;SC;Was ist ein Gateway?;Ein reiner Switch;Verbindungspunkt zwischen Netzen mit versch. Protokollen;Ein Signalverstärker;Speichert IP-Adressen dauerhaft;b;Gateways fungieren als 'Übersetzer' zwischen unterschiedlichen Netzwerkarchitekturen.;mittel;IHK
FISI-NET-041;FISI;FISI-NET;Adressierung;SC;Wofür steht CIDR?;Central Internet Domain Routing;Classless Inter-Domain Routing;Common Internal Data Record;Cyclic Interval Data Routing;b;Ersetzt die starren Netzklassen durch flexiblere Masken.;schwer;IHK
FISI-NET-042;FISI;FISI-NET;Dienste;SC;Was macht ein Proxy?;Ist ein DHCP-Server;Vermittler zwischen Client und Zielserver;Verschlüsselt Platten;Erstellt Backups von Servern;b;Proxies können filtern, cachen oder anonymisieren.;mittel;IHK
FISI-NET-043;FISI;FISI-NET;Topologie;SC;Was kennzeichnet ein Mesh-Netz?;Alle an einem Bus;Jedes Gerät mit mehreren anderen verbunden;Nur ein Server;Sternförmige Verkabelung über einen Switch;b;Sehr ausfallsicher, aber hoher Verkabelungsaufwand.;schwer;IHK
FISI-NET-044;FISI;FISI-NET;Hardware;SC;Welche Aufgabe hat ein Repeater?;Filtert MAC;Verstärkt/Regeneriert Signale;Teilt IP zu;Weist dynamische IP-Adressen zu;b;Arbeitet auf Schicht 1 des OSI-Modells.;leicht;IHK
FISI-NET-045;FISI;FISI-NET;Protokolle;SC;Welcher Standard dient dem Dateitransfer?;HTTP;FTP;SMTP;SNMP;b;File Transfer Protocol.;leicht;IHK
FISI-NET-046;FISI;FISI-NET;IP;SC;Welche Aufgabe hat die Subnetzmaske?;Verbirgt IP;Trennt Netz- und Hostanteil;WLAN Passwort;Verschlüsselt den Datenverkehr im Subnetz;b;Bestimmt die Größe eines IP-Netzwerkes.;mittel;IHK
FISI-NET-047;FISI;FISI-NET;Hardware;SC;Welche Aufgabe hat eine Bridge?;Verbindet Layer 2 Segmente;Wandelt Analog zu Digital;Sperrt Ports;Vergibt IP-Adressen automatisch;a;Trennt Kollisionsdomänen auf der Sicherungsschicht.;schwer;IHK
FISI-NET-048;FISI;FISI-NET;Dienste;SC;Wozu dient ein DHCP Relay Agent?;Vergibt IPs;Leitet DHCP-Anfragen über Router weiter;Sperrt DHCP;Blockiert unbekannte DHCP-Clients;b;Wird benötigt, wenn der Client in einem anderen Netz als der Server ist.;schwer;IHK
FISI-NET-049;FISI;FISI-NET;Mail;SC;Welches Protokoll lässt E-Mails auf dem Server?;SMTP;IMAP;POP3;FTP;b;Ermöglicht Synchronisation auf mehreren Geräten.;leicht;IHK
FISI-NET-050;FISI;FISI-NET;IP;SC;Was kennzeichnet eine private IP-Adresse?;Wird im Internet geroutet;Nur für lokale Netze (z.B. 192.168.x.x);Kostet Geld;Wird automatisch ins Internet weitergeleitet;b;Nicht im öffentlichen Internet sichtbar.;leicht;IHK
FISI-NET-051;FISI;FISI-NET;Hardware;SC;Welche Aufgabe hat ein Patchpanel?;Aktiver Switch;Passive Verteilerstation;Blitzschutz;Aktiver Netzwerkverstärker mit eigener IP;b;Verbindung zwischen Verlegekabel und Switch.;leicht;IHK
FISI-NET-052;FISI;FISI-NET;Funk;SC;Was ist BLE?;Normales Bluetooth;Bluetooth Low Energy (stromsparend für IoT);Bluetooth nur für Audio;Ein Standard für kabelgebundene Verbindungen;b;Ideal für Sensoren, die monatelang mit einer Batterie halten müssen.;mittel;IHK
FISI-NET-053;FISI;FISI-NET;OSI;SC;Welcher Layer nutzt TCP?;Layer 3;Layer 4 (Transportschicht);Layer 7;Layer 5 (Sitzungsschicht);b;Layer 4 regelt den Datentransport und die Fehlerkontrolle.;mittel;IHK
FISI-NET-054;FISI;FISI-NET;Dienste;SC;Welche Aufgabe hat ein Load Balancer?;Backup-Speicher;Verteilung von Anfragen auf mehrere Server;CPU-Beschleuniger;Verschlüsselt den Datenverkehr zwischen Servern;b;Verhindert Überlastung einzelner Server und erhöht Verfügbarkeit.;mittel;IHK
FISI-NET-055;FISI;FISI-NET;Protokolle;SC;Welche Aufgabe haben Telnet und SSH?;Dateitransfer;Fernsteuerung von Computern (SSH ist verschlüsselt);Web-Browsing;Automatische Softwareverteilung;b;SSH sollte Telnet aufgrund der Sicherheit immer vorgezogen werden.;leicht;IHK
FISI-NET-056;FISI;FISI-NET;WLAN;SC;Was ist der Unterschied zwischen 2,4 GHz und 5 GHz?;2,4 GHz ist schneller;5 GHz hat höhere Datenrate, aber geringere Reichweite;Kein Unterschied;2,4 GHz hat eine deutlich höhere Datenrate als 5 GHz;b;2,4 GHz ist störanfälliger (Mikrowellen, Bluetooth).;mittel;IHK
FISI-NET-057;FISI;FISI-NET;Modelle;SC;Wofür steht OSI?;Open Systems Interconnection;Operating System Integration;Online Security Interface;Optical System Interface;a;Referenzmodell für Netzwerkprotokolle in 7 Schichten.;mittel;IHK
FISI-NET-058;FISI;FISI-NET;Dienste;SC;Was ist ein CDN?;Computer Data Network;Content Delivery Network (zur schnellen Inhaltsauslieferung);Cloud Driver Node;Cloud Data Node zur Datenspeicherung;b;Verteilt Inhalte über geografisch verteilte Server.;mittel;IHK
FISI-NET-059;FISI;FISI-NET;Protokolle;SC;Wofür wird UDP genutzt?;Dateitransfer;Streaming/Gaming (schnell, aber ungesichert);Sicheres Login;Verschlüsselte Übertragung von E-Mails;b;Verzichtet auf Bestätigungspakete für geringere Latenz.;mittel;IHK
FISI-NET-060;FISI;FISI-NET;Kabel;SC;Was ist ein Crossover-Kabel?;Ein normales LAN-Kabel;Kabel zur direkten Verbindung zweier gleicher Geräte;Ein Stromkabel;Kabel zur Verbindung von Router und Switch mit gleicher Belegung wie ein Patchkabel;b;Heutzutage meist durch Auto-MDIX ersetzt.;mittel;IHK
FISI-NET-061;FISI;FISI-NET;Internet;SC;Was ist ein ISP?;Interner System Plan;Internet Service Provider (Internetanbieter);Sicherheits-Protokoll;Ein Protokoll zur Verschlüsselung von Internetverkehr;b;Unternehmen, das den Zugang zum Internet bereitstellt.;leicht;IHK
FISI-NET-062;FISI;FISI-NET;Hardware;SC;Was ist ein Access Point?;Ein Router ohne Antenne;Basisstation für kabellose Netzwerkverbindungen;Ein Internetmodem;Ein Gerät zur Signalverstärkung in Glasfaserleitungen;b;Erweitert ein kabelgebundenes Netz um Funkfunktionen.;leicht;IHK
FISI-NET-063;FISI;FISI-NET;Dienste;SC;Was ist SSH (Port 22)?;Unsicherer Fernzugriff;Sichere, verschlüsselte Remote-Shell;Druckerprotokoll;Unverschlüsseltes Protokoll für Dateiübertragung;b;Standard für die Administration von Linux-Servern.;leicht;IHK
FISI-NET-064;FISI;FISI-NET;Protokolle;SC;Wofür wird NTP genutzt?;Dateiübertragung;Zeit-Synchronisation im Netzwerk;Adressvergabe;Verteilung von IP-Adressen im Netzwerk;b;Stellt sicher, dass alle Geräte dieselbe Systemzeit haben.;mittel;IHK
FISI-NET-065;FISI;FISI-NET;Mobilfunk;SC;Was ist 5G?;Fünfte Generation des Mobilfunks (hohe Raten, niedrige Latenz);WLAN-Nachfolger;Internet über Satellit;Nachfolgestandard für Bluetooth;a;Ermöglicht neue Anwendungen wie autonomes Fahren.;leicht;IHK
FISI-NET-066;FISI;FISI-NET;Internet;SC;Was ist Glasfaser-FTTH?;Fibre To The Home (Glasfaser bis in die Wohnung);Funk-Internet;Schnelles Kupferkabel;Kupferbasierte Anschlusstechnik für Privathaushalte;a;Bietet die höchsten stabilen Bandbreiten.;mittel;IHK
FISI-NET-067;FISI;FISI-NET;Dienste;SC;Wofür wird SNMP genutzt?;Dateitransfer;Überwachung und Management von Netzwerkgeräten;IP-Zuweisung;Verschlüsselung von Netzwerkverkehr;b;Simple Network Management Protocol.;mittel;IHK
FISI-NET-068;FISI;FISI-NET;WLAN;SC;Was ist ein Mesh-WLAN?;WLAN mit nur einem Router;Netzwerk aus mehreren Knoten für flächendeckendes WLAN;Ein kabelgebundenes WLAN;Ein WLAN-Netz ausschließlich für Gäste;b;Sorgt für bessere Abdeckung in großen Gebäuden.;leicht;IHK
FISI-NET-069;FISI;FISI-NET;Hardware;SC;Was ist Power over Ethernet (PoE)?;Strom aus der Steckdose für PCs;Stromversorgung von Endgeräten über das LAN-Kabel;WLAN-Verstärkung;Überträgt Daten per WLAN ohne Kabel;b;Ideal für IP-Telefone oder Kameras ohne eigene Steckdose.;leicht;IHK
FISI-NET-070;FISI;FISI-NET;IP;SC;Was ist eine Loopback-Adresse?;Adresse zum Router;Lokale Schnittstelle zum Testen (127.0.0.1);WLAN-Name;Öffentliche IP-Adresse des Internetanschlusses;b;Dient der Prüfung der eigenen IP-Stack-Funktionalität.;leicht;IHK
FISI-NET-071;FISI;FISI-NET;Protokolle;SC;Wofür steht DHCP?;Digital Home Connection Protocol;Dynamic Host Configuration Protocol;Data High Communication Path;Direct Host Connection Protocol;b;Dient der automatischen Zuweisung von IP-Adressen und weiteren Parametern.;leicht;IHK
FISI-NET-072;FISI;FISI-NET;Topologie;SC;Welchen Nachteil hat eine Ring-Topologie?;Sehr hoher Kabelverbrauch;Fällt ein Gerät aus, ist der gesamte Ring unterbrochen;Zu hohe Geschwindigkeit;Hohe Anschaffungskosten der Verkabelung;b;Wird heute kaum noch in lokalen Netzen eingesetzt.;mittel;IHK
FISI-NET-073;FISI;FISI-NET;Modelle;SC;Welche Aufgabe hat die Sicherungsschicht (Layer 2)?;Routing über das Internet;Adressierung über MAC-Adressen und Fehlererkennung;Darstellung von Text;Verschlüsselung der übertragenen Daten;b;Hier arbeiten Geräte wie Switches.;schwer;IHK
FISI-NET-074;FISI;FISI-NET;Internet;SC;Was ist Latenz (Ping)?;Die Bandbreite;Die Zeitverzögerung bei der Datenübertragung;Die IP-Adresse;Die maximale Übertragungsgeschwindigkeit;b;Wichtig für Echtzeitanwendungen wie Telefonie oder Gaming.;leicht;IHK
FISI-NET-075;FISI;FISI-NET;Protokolle;SC;Was macht POP3?;E-Mail Versand;E-Mail Abruf (Mails werden meist vom Server gelöscht);IP-Vergabe;Synchronisiert Mails zwischen mehreren Geräten;b;Im Gegensatz zu IMAP werden Mails lokal gespeichert.;leicht;IHK
FISI-NET-076;FISI;FISI-NET;Hardware;SC;Was ist ein SFP-Modul?;Ein CPU-Lüfter;Kompakter Transceiver für Netzwerkverbindungen (z.B. Glasfaser);Ein Speicherriegel;Ein Steckverbinder für Stromkabel;b;Wird in Switches gesteckt, um verschiedene Medientypen zu unterstützen.;schwer;IHK
FISI-NET-077;FISI;FISI-NET;IP;SC;Was ist der Unterschied zw. IPv4 und IPv6?;IPv6 ist kürzer;IPv6 hat einen deutlich größeren Adressraum (128 Bit);IPv4 ist sicherer;IPv4 unterstützt mehr Geräte als IPv6;b;IPv6 wurde aufgrund des Mangels an IPv4-Adressen eingeführt.;mittel;IHK
FISI-NET-078;FISI;FISI-NET;Hardware;SC;Welche Aufgabe hat ein Modem?;IP-Zuweisung;Modulation/Demodulation von Signalen für den Internetzugang;Virenschutz;Verschlüsselt den Internetverkehr;b;Wandelt z.B. DSL-Signale in digitale Daten für den Router um.;leicht;IHK
FISI-NET-079;FISI;FISI-NET;WLAN;SC;Was ist ein RADIUS-Server?;Ein WLAN-Router;Zentrale Authentifizierungsinstanz für Netzwerkzugänge;Ein Fileserver;Ein Protokoll zur Verschlüsselung von E-Mails;b;Wird oft für WPA2/3 Enterprise-Verschlüsselung genutzt.;schwer;IHK
FISI-NET-080;FISI;FISI-NET;Dienste;SC;Was ist NTP (Port 123)?;Dateiübertragung;Network Time Protocol zur Zeitsynchronisation;Mailversand;Verteilung von IP-Adressen an Clients;b;Wichtig für Log-Files und Zertifikatsvalidierung.;mittel;IHK
FISI-NET-081;FISI;FISI-NET;Modelle;SC;Welche Aufgabe hat die Anwendungsschicht (Layer 7)?;Routing;Schnittstelle für Programme zum Netzwerk (HTTP, FTP);Bitübertragung;Umwandlung von Signalen in Bits;b;Hier agiert die Software direkt mit dem Benutzer.;mittel;IHK
FISI-NET-082;FISI;FISI-NET;Protokolle;SC;Was macht ARP?;IP zu Name;Auflösung von IP-Adressen in MAC-Adressen;Mail-Abruf;Auflösung von Domainnamen in IP-Adressen;b;Wichtig für die Kommunikation im lokalen Netzwerk (Layer 2/3).;schwer;IHK
FISI-NET-083;FISI;FISI-NET;WLAN;SC;Was ist DFS (Dynamic Frequency Selection)?;Erhöht die Sendeleistung;WLAN-Router weicht Radar-Signalen (z.B. Wetter) aus;Sperrt Nutzer;Verschlüsselt den WLAN-Datenverkehr zusätzlich;b;Pflicht im 5 GHz Band bei Nutzung bestimmter Kanäle.;schwer;IHK
FISI-NET-084;FISI;FISI-NET;Hardware;SC;Was macht ein Hub?;Verteilt Daten intelligent;Verteilt Daten dumm an alle Ports (Broadcast);Ist ein Router;Filtert Datenpakete nach MAC-Adresse;b;Veraltet, da er viel unnötigen Netzlast verursacht.;leicht;IHK
FISI-NET-085;FISI;FISI-NET;Dienste;SC;Was ist FTP (Port 21)?;Webseiten-Protokoll;File Transfer Protocol zum Hoch- und Herunterladen von Dateien;Mail-Protokoll;Verschlüsseltes Protokoll für Videostreaming;b;Unverschlüsselt, für Sicherheit sollte SFTP genutzt werden.;leicht;IHK
FISI-NET-086;FISI;FISI-NET;IP;SC;Was ist eine Broadcast-Adresse?;Adresse eines Servers;Adresse, um alle Teilnehmer eines Netzes gleichzeitig zu erreichen;Eine private IP;Adresse, die nur der Administrator nutzen kann;b;In IPv4 endet sie oft auf .255 (bei /24 Maske).;mittel;IHK
FISI-NET-087;FISI;FISI-NET;Dienste;SC;Was ist ein Proxy-Server (Forward)?;Speichert Backups;Vermittler, der Anfragen aus dem LAN ins Internet leitet;Regelt die CPU-Last;Verschlüsselt den gesamten LAN-Verkehr;b;Kann zur Filterung und Beschleunigung (Caching) genutzt werden.;mittel;IHK
