id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
DVK-IOT-014;DVK;DVK-IOT;Sicherheit;SC;Warum sind OTA-Updates bei IoT-Geräten wichtig?;Um Sicherheitslücken auch nach der Auslieferung zu schließen;Um den Stromverbrauch zu senken;Um die Batterie zu laden;Um Daten zu löschen;a;Over-the-Air-Updates ermöglichen das Einspielen von Fehlerbehebungen und Sicherheitspatches im Feld.;mittel;Rahmenlehrplan DVK
DVK-IOT-015;DVK;DVK-IOT;Sensorik;SC;Welche Aussage über digitale Sensorsignale ist richtig?;Sie liegen in diskreten Stufen (z. B. 0/1) vor;Sie sind immer stufenlos;Sie können nicht verarbeitet werden;Sie sind nur analog nutzbar;a;"Digitale Signale haben diskrete Werte (meist 0/1); analoge Signale sind stufenlos (kontinuierlich).";leicht;Rahmenlehrplan DVK
DVK-IOT-016;DVK;DVK-IOT;Sensoren;SC;Was ist ein Sensor?;Ein Bauteil, das eine physikalische Größe in ein Signal umwandelt;Ein Bauteil, das Bewegungen erzeugt;Ein Mikrocontroller;Ein Bussystem;a;Sensoren erfassen physikalische Größen wie Temperatur, Druck oder Licht und geben sie als elektrisches Signal aus.;leicht;Rahmenlehrplan DVK
DVK-IOT-017;DVK;DVK-IOT;Sensoren;SC;Was ist ein Aktor?;Ein Bauteil, das ein Signal in eine physikalische Aktion umsetzt;Ein Bauteil, das Messwerte erfasst;Ein Speicherbaustein;Ein Netzwerkprotokoll;a;Aktoren wandeln Steuersignale in Aktionen um, etwa Motoren, Ventile oder Relais.;leicht;Rahmenlehrplan DVK
DVK-IOT-018;DVK;DVK-IOT;Sensoren;SC;Wofür wird ein ADC benötigt?;Zur Umwandlung analoger Sensorsignale in digitale Werte;Zur Umwandlung digitaler Werte in Spannung;Zur Verstärkung von Funkwellen;Zur Speicherung von Messwerten;a;Ein Analog-Digital-Wandler wandelt kontinuierliche Spannungen in digitale Zahlenwerte für den Controller.;mittel;Rahmenlehrplan DVK
DVK-IOT-019;DVK;DVK-IOT;Sensoren;FT;Wie nennt man den Wandler, der digitale Werte in eine analoge Ausgangsspannung umsetzt?;;;;;DAC|Digital-Analog-Wandler|Digital-Analog-Umsetzer;Der DAC erzeugt aus digitalen Werten eine analoge Spannung, etwa für die Ansteuerung von Aktoren.;mittel;Rahmenlehrplan DVK
DVK-IOT-020;DVK;DVK-IOT;Mikrocontroller;SC;Was unterscheidet einen Mikrocontroller von einem Mikroprozessor?;Er enthält zusätzlich Speicher und Peripherie auf dem Chip;Er hat immer mehr Rechenkerne;Er kann nicht programmiert werden;Er arbeitet nur analog;a;Mikrocontroller integrieren CPU, Speicher und Peripherie wie GPIO, Timer und Schnittstellen.;mittel;Rahmenlehrplan DVK
DVK-IOT-021;DVK;DVK-IOT;Mikrocontroller;SC;Was bedeutet GPIO?;Frei programmierbare digitale Ein- und Ausgangspins;Ein Netzwerkprotokoll;Ein Speichertyp;Ein Betriebssystem;a;General Purpose Input/Output bezeichnet universell nutzbare digitale Pins eines Controllers.;leicht;Rahmenlehrplan DVK
DVK-IOT-022;DVK;DVK-IOT;Mikrocontroller;SC;Warum werden Interrupts in Embedded-Systemen verwendet?;Um auf Ereignisse sofort zu reagieren, ohne sie dauernd abzufragen;Um den Stromverbrauch zu erhöhen;Um Programme zu komprimieren;Um Speicher zu sparen;a;Interrupts unterbrechen das Hauptprogramm bei Ereignissen und sparen Rechenzeit gegenüber ständigem Polling.;mittel;Rahmenlehrplan DVK
DVK-IOT-023;DVK;DVK-IOT;Kommunikation;SC;Welche Eigenschaft hat der I2C-Bus?;Er arbeitet mit zwei Leitungen und adressierbaren Teilnehmern;Er benötigt vier Datenleitungen;Er ist nur für Funkverbindungen geeignet;Er unterstützt keine Adressierung;a;I2C nutzt SDA und SCL, adressiert bis zu 127 Teilnehmer und eignet sich für kurze Distanzen auf der Platine.;mittel;Rahmenlehrplan DVK
DVK-IOT-024;DVK;DVK-IOT;Kommunikation;SC;Was kennzeichnet SPI im Unterschied zu I2C?;Höhere Geschwindigkeit mit getrennter Chip-Select-Leitung;Geringere Geschwindigkeit durch Adressierung;Nur zwei Leitungen;Keine Taktleitung;a;SPI arbeitet mit MOSI, MISO, Takt und je Gerät einer Chip-Select-Leitung und erreicht hohe Datenraten.;mittel;Rahmenlehrplan DVK
DVK-IOT-025;DVK;DVK-IOT;Embedded;SC;Warum ist Energieeffizienz bei batteriebetriebenen IoT-Geräten zentral?;Weil die Laufzeit von der Energienutzung abhängt;Weil der Funkstandard es verlangt;Weil der Speicher sonst überläuft;Weil die CPU sonst nicht taktet;a;Sleep-Modi, seltene Funkintervalle und energiesparende Sensoren verlängern die Laufzeit erheblich.;mittel;Rahmenlehrplan DVK
DVK-IOT-026;DVK;DVK-IOT;Embedded;SC;Was bedeutet Echtzeitfähigkeit in Embedded-Systemen?;Antwortzeiten werden innerhalb definierter Fristen garantiert;Die Software läuft fehlerfrei;Der Speicher ist immer ausreichend;Es wird mit einer Echtzeituhr gearbeitet;a;Echtzeitsysteme garantieren Antwortzeiten innerhalb fester Fristen, was für Regelungen und Sicherheitsfunktionen nötig ist.;schwer;Rahmenlehrplan DVK
DVK-IOT-027;DVK;DVK-IOT;Embedded;FT;Wie nennt man die Software, die direkt ohne Betriebssystem auf der Hardware eines Controllers läuft?;;;;;Firmware|Embedded Software|Bare-Metal-Software;Firmware läuft direkt auf dem Controller. Bei Bare-Metal-Programmen gibt es kein Betriebssystem, nur eine Hauptschleife mit Interrupts.;mittel;Rahmenlehrplan DVK
DVK-IOT-028;DVK;DVK-IOT;RTOS;SC;Was ist der zentrale Vorteil eines Echtzeitbetriebssystems (RTOS) gegenüber einem Standard-Betriebssystem für einen Sensorknoten?;Vorhersagbare Reaktionszeiten durch garantierte Zeitschranken;Größerer Funktionsumfang für klassische Office-Anwendungen auf dem Gerät;Regelmäßige Verteilung von Software-Updates über eine Internetverbindung;Höhere grafische Auflösung der angezeigten Benutzeroberfläche;a;Ein RTOS garantiert deterministische, vorhersagbare Antwortzeiten für zeitkritische Aufgaben – entscheidend für Steuerungs- und Sensoranwendungen.;mittel;Rahmenlehrplan DVK
DVK-IOT-029;DVK;DVK-IOT;RTOS;SC;Was unterscheidet einen Task-Scheduler in einem RTOS grundlegend von der Ablaufsteuerung eines Desktop-Betriebssystems?;Nur ein Programm kann während der gesamten Betriebszeit laufen;Priorisierung nach festen Fristen statt nach Fairness zwischen Prozessen;Die Aufgaben werden nacheinander ohne festgelegte Priorisierung abgearbeitet;Rechenzeit wird im System allein nach der aktuellen Tageszeit verteilt;b;RTOS-Scheduler priorisieren Aufgaben nach Echtzeit-Fristen (Deadlines), während Desktop-Scheduler meist auf faire Verteilung der Rechenzeit zielen.;schwer;Rahmenlehrplan DVK
DVK-IOT-030;DVK;DVK-IOT;RTOS;SC;Warum eignet sich ein RTOS wie FreeRTOS besonders für ressourcenbeschränkte Mikrocontroller?;Integrierte grafische Entwicklungsumgebung direkt auf dem Chip;Notwendigkeit einer eigenen Grafikkarte für den Betrieb;Geringer Speicherbedarf bei deterministischem Zeitverhalten;Hoher Speicherbedarf durch umfangreiche Treiberpakete;c;FreeRTOS ist bewusst minimalistisch gehalten und läuft mit wenigen Kilobyte Speicher bei gleichzeitig deterministischem Zeitverhalten.;mittel;Rahmenlehrplan DVK
DVK-IOT-031;DVK;DVK-IOT;RTOS;SC;Was passiert bei einem 'Watchdog-Timer-Reset' in einem eingebetteten System mit RTOS?;Der Prozessortakt wird dauerhaft auf ein technisches Minimum reduziert;Alle gespeicherten Sensordaten werden unwiderruflich von der internen Speicherkarte gelöscht;Die Funkverbindung zum zugehörigen Gateway wird für 24 Stunden gesperrt;Das System wird neu gestartet, wenn eine erwartete Rückmeldung ausbleibt;d;"Ein Watchdog-Timer überwacht, ob sich die Software regelmäßig zurückmeldet; bleibt das aus, löst er einen Neustart aus, um Hängenbleiben zu vermeiden.";mittel;Rahmenlehrplan DVK
DVK-IOT-032;DVK;DVK-IOT;Cloud-IoT-Plattformen;SC;Welche Aufgabe übernimmt eine Cloud-IoT-Plattform wie AWS IoT Core oder Azure IoT Hub typischerweise?;Verwaltung von Gerätekommunikation, -identitäten und Datenströmen in der Cloud;Physische Fertigung und Montage der eingesetzten Sensorhardware vor Ort;Lokale Stromversorgung angeschlossener Sensorknoten über ein eigenes Kabel im Feld;Mechanische Wartung und Reinigung der Feldgeräte direkt vor Ort durch das Serviceteam;a;Cloud-IoT-Plattformen bündeln Geräteverwaltung, Authentifizierung und Datenverarbeitung zentral in der Cloud.;mittel;Rahmenlehrplan DVK
DVK-IOT-033;DVK;DVK-IOT;Cloud-IoT-Plattformen;SC;Was ist ein 'Device Twin' bzw. 'Digital Twin' in einer Cloud-IoT-Plattform?;Eine physische Ersatzkomponente, die im Reparaturfall eingebaut wird;Ein digitales Abbild des Gerätezustands zur Fernabfrage und -steuerung;Ein zweites, baugleiches Gerät, das als Kaltreserve direkt vor Ort bereitsteht;Ein Protokoll zur Verschlüsselung übertragener Sensordaten im Netz;b;Ein Device Twin spiegelt den letzten bekannten Zustand eines Geräts in der Cloud, sodass Anwendungen darauf zugreifen können, auch wenn das Gerät offline ist.;schwer;Rahmenlehrplan DVK
DVK-IOT-034;DVK;DVK-IOT;Cloud-IoT-Plattformen;SC;Warum wird bei der Cloud-Anbindung von IoT-Geräten häufig MQTT statt HTTP eingesetzt?;MQTT kommt bei der Übertragung ohne eine bestehende Verbindung zum Internet aus;MQTT verschlüsselt übertragene Daten ohne den Einsatz separater Zertifikate;Geringerer Overhead bei dauerhafter Verbindung und häufigen kleinen Nachrichten;MQTT ist speziell für die Übertragung hochauflösender Videodaten konzipiert;c;MQTT hält eine offene Verbindung zum Broker und ist für häufige, kleine Nachrichten effizienter als das verbindungslose HTTP-Anfragemodell.;mittel;Rahmenlehrplan DVK
DVK-IOT-035;DVK;DVK-IOT;Cloud-IoT-Plattformen;SC;Welche Rolle spielt eine Geräte-Identität (Device Identity, z. B. X.509-Zertifikat) bei der Cloud-Anbindung von IoT-Geräten?;Anzeige des aktuellen Akkustands direkt auf dem Gerätedisplay des Sensors;Speicherung der WLAN-Kennwörter benachbarter Netzwerke in einer Textdatei;Regelmäßige Neukalibrierung angeschlossener Sensoren durch das Wartungsteam;Eindeutige, überprüfbare Authentifizierung des Geräts gegenüber der Plattform;d;Ein Geräte-Zertifikat weist gegenüber der Plattform eindeutig nach, dass die Verbindung tatsächlich vom berechtigten Gerät stammt.;schwer;Rahmenlehrplan DVK
DVK-IOT-036;DVK;DVK-IOT;Digitaler Zwilling;SC;Was ist der zentrale Nutzen eines digitalen Zwillings einer Produktionsanlage?;Simulation und Überwachung des realen Systems anhand aktueller Sensordaten;Ersatz der physischen Anlage durch eine reine Software-Simulation;Manuelle Erstellung der gedruckten Bedienungsanleitung für Techniker;Einmalige Dokumentation des Anlagenzustands direkt bei der Inbetriebnahme;a;Ein digitaler Zwilling bildet den realen Zustand einer Anlage fortlaufend in Software ab, um Simulation, Überwachung und Optimierung zu ermöglichen.;mittel;Rahmenlehrplan DVK
DVK-IOT-037;DVK;DVK-IOT;Digitaler Zwilling;SC;Welche Datenbasis benötigt ein digitaler Zwilling, um nah am realen Verhalten des Zwillingsobjekts zu bleiben?;Einen einmalig erfassten Konstruktionsplan ohne weitere Updates;Kontinuierlich aktualisierte Sensordaten aus dem realen Betrieb;Nur historische Daten aus der ursprünglichen Entwicklungsphase;Eine jährliche manuelle Bestandsaufnahme durch das Personal;b;Ohne fortlaufende Sensordaten aus dem laufenden Betrieb entfernt sich der digitale Zwilling schnell vom tatsächlichen Zustand der Anlage.;mittel;Rahmenlehrplan DVK
DVK-IOT-038;DVK;DVK-IOT;Digitaler Zwilling;SC;In welchem Szenario liefert ein digitaler Zwilling einer Maschine einen besonderen Mehrwert für die vorausschauende Wartung?;Anzeige des aktuellen Wetterberichts am Standort der jeweiligen Maschine;Verwaltung der Gehaltsabrechnung für das eingesetzte Wartungspersonal;Erkennung von Abweichungen im Betriebsverhalten vor einem Ausfall;Buchung von Dienstreisen für die eingesetzten externen Servicetechniker;c;Durch den Vergleich von Soll- und Ist-Werten im digitalen Zwilling lassen sich Anomalien erkennen, bevor es zu einem tatsächlichen Ausfall kommt.;mittel;Rahmenlehrplan DVK
DVK-IOT-039;DVK;DVK-IOT;Sichere Firmware-Updates;SC;Was ist der Zweck eines 'Secure Boot'-Mechanismus in einem IoT-Gerät?;Beschleunigung des Startvorgangs durch das Überspringen einzelner Signaturprüfungen;Anzeige eines Startbildschirms mit Firmenlogo und Versionsnummer beim Hochfahren;Reduzierung des gesamten Energieverbrauchs während der frühen Startphase;Prüfung der Firmware-Signatur vor dem Start gegen manipulierte Software;d;Secure Boot prüft beim Start kryptografisch, ob die Firmware signiert und unverändert ist, und verhindert so den Start manipulierter Software.;schwer;Rahmenlehrplan DVK
DVK-IOT-040;DVK;DVK-IOT;Sichere Firmware-Updates;SC;Warum sind signierte Firmware-Updates (Code Signing) bei OTA-Updates (Over-the-Air) wichtig?;Sie bestätigen Herkunft und Unverändertheit der Firmware vor der Installation;Sie beschleunigen die Downloadgeschwindigkeit über das öffentliche Mobilfunknetz;Sie verringern die Dateigröße des übertragenen Firmware-Pakets erheblich;Sie ersetzen die Notwendigkeit einer bestehenden WLAN- oder Mobilfunkverbindung;a;Eine digitale Signatur belegt, dass ein Firmware-Paket vom berechtigten Hersteller stammt und auf dem Transportweg nicht verändert wurde.;mittel;Rahmenlehrplan DVK
DVK-IOT-041;DVK;DVK-IOT;Sichere Firmware-Updates;SC;Was ist ein typisches Risiko bei OTA-Updates ohne Rollback-Mechanismus?;Der Energieverbrauch des Geräts sinkt nach dem Update spürbar über mehrere Tage;Ein fehlerhaftes Update kann das Gerät dauerhaft unbrauchbar machen;Die Übertragungsgeschwindigkeit künftiger Updates steigt spürbar;Das Gerät benötigt nach diesem Update keine erneute Authentifizierung mehr;b;Ohne Rückfalloption auf eine funktionierende Firmware-Version kann ein fehlgeschlagenes Update ein Gerät unbrauchbar machen ('Bricking').;schwer;Rahmenlehrplan DVK
DVK-IOT-042;DVK;DVK-IOT;Sichere Firmware-Updates;SC;Wozu dient ein A/B-Partitionsschema bei Firmware-Updates auf einem eingebetteten Gerät?;Zwei unterschiedliche Geräte teilen sich dieselbe Firmware-Partition im gesamten Netzwerk;Die verfügbare Speicherkapazität des Geräts wird dadurch größer;Ein Rückfall auf die vorherige, funktionierende Firmware bleibt möglich;Zwei unterschiedliche Nutzer können sich gleichzeitig am selben Gerät anmelden;c;"Bei A/B-Partitionierung wird die neue Firmware auf eine separate Partition geschrieben; schlägt sie fehl, bleibt die vorherige Partition nutzbar.";schwer;Rahmenlehrplan DVK
DVK-IOT-043;DVK;DVK-IOT;Energy Harvesting;SC;Was versteht man unter 'Energy Harvesting' bei IoT-Sensorknoten?;Sammlung überschüssiger Batterien zur fachgerechten Entsorgung im Recyclinghof;Zentrale Stromversorgung aller Sensorknoten über ein fest verlegtes Erdkabel;Regelmäßiger, manueller Austausch der Batterien direkt vor Ort im Feld;Gewinnung von Betriebsenergie aus der Umgebung, z. B. Licht oder Vibration;d;Energy Harvesting gewinnt kleine Energiemengen aus Umgebungsquellen wie Licht, Vibration oder Temperaturdifferenzen, um Batteriewechsel zu reduzieren.;mittel;Rahmenlehrplan DVK
DVK-IOT-044;DVK;DVK-IOT;Energy Harvesting;SC;Welche Energiequelle wird bei Energy Harvesting für industrielle Sensorknoten an vibrierenden Maschinenteilen typischerweise genutzt?;Piezoelektrische Wandlung mechanischer Schwingungen in elektrische Energie;Ein fest verlegtes Stromkabel entlang der gesamten Länge der Maschine;Eine externe Powerbank, die täglich von Hand ausgetauscht werden muss;Ein zusätzlicher Dieselgenerator direkt neben der jeweiligen Produktionsmaschine;a;Piezoelektrische Wandler erzeugen aus mechanischen Vibrationen, wie sie an laufenden Maschinen auftreten, kleine nutzbare elektrische Energiemengen.;schwer;Rahmenlehrplan DVK
DVK-IOT-045;DVK;DVK-IOT;Energy Harvesting;SC;Warum kombinieren viele energieautarke IoT-Sensorknoten Energy Harvesting mit einem Energiespeicher (z. B. Superkondensator)?;Um die Sendeleistung des eingebauten Funkmoduls dauerhaft und deutlich über den Grenzwert zu erhöhen;Um Schwankungen der geernteten Energie auszugleichen und Betrieb bei Flaute zu sichern;Um die Notwendigkeit einer eigenen Firmware auf dem angeschlossenen Sensorgerät zu vermeiden;Um die Reichweite der bereits bestehenden Funkverbindung deutlich zu verdoppeln;b;Ein Zwischenspeicher gleicht Schwankungen der geernteten Energie (z. B. wechselndes Licht) aus und versorgt den Sensorknoten auch in energiearmen Phasen.;mittel;Rahmenlehrplan DVK
DVK-IOT-046;DVK;DVK-IOT;Interoperabilität & Standards;SC;Was ist das Ziel des Smart-Home-Standards 'Matter'?;Ersatz bestehender Funktechnologien durch ein einheitliches Kabel-Protokoll;Eine Verschlüsselung speziell für Video-Streaming-Anwendungen;Herstellerübergreifende Interoperabilität zwischen Smart-Home-Geräten;Bereitstellung einer firmeneigenen Cloud-Anbindung für alle Geräte;c;Matter ist ein herstellerübergreifender Standard, mit dem Smart-Home-Geräte verschiedener Marken unabhängig von der jeweiligen App zusammenarbeiten sollen.;mittel;Rahmenlehrplan DVK
DVK-IOT-047;DVK;DVK-IOT;Interoperabilität & Standards;SC;Auf welcher Funktechnologie baut 'Thread' als Netzwerkgrundlage für Smart-Home-Geräte häufig auf?;Klassisches Bluetooth mit einer dauerhaft fest eingerichteten Punkt-zu-Punkt-Verbindung;Ein analoges Funktelefonnetz aus den frühen 1990er-Jahren mit begrenzter Reichweite;Ein firmeneigenes Kabelprotokoll ohne separaten Funkanteil;IPv6-fähiges, energiesparendes Mesh-Funkprotokoll auf Basis von IEEE 802.15.4;d;Thread ist ein IPv6-fähiges Mesh-Funkprotokoll auf Basis von IEEE 802.15.4, das Matter häufig als Transportschicht dient.;schwer;Rahmenlehrplan DVK
DVK-IOT-048;DVK;DVK-IOT;Interoperabilität & Standards;SC;Warum ist Interoperabilität zwischen IoT-Geräten unterschiedlicher Hersteller für Kunden praktisch relevant?;Geräte verschiedener Marken lassen sich ohne zusätzliche Gateways gemeinsam steuern;Der Energieverbrauch beteiligter Geräte sinkt dadurch messbar auf nahezu null Watt;Die Geräte benötigen danach keine eigene Batterie oder Stromversorgung mehr;Alle Geräte teilen sich danach dieselbe feste Seriennummer im zentralen System;a;Interoperable Geräte verschiedener Hersteller lassen sich in einer gemeinsamen App steuern, ohne für jede Marke ein eigenes Gateway zu benötigen.;leicht;Rahmenlehrplan DVK
DVK-IOT-049;DVK;DVK-IOT;Interoperabilität & Standards;SC;Was unterscheidet Zigbee 3.0 von älteren Zigbee-Profilen im Hinblick auf Interoperabilität?;Verzicht auf eine eigene Verschlüsselung der Funkverbindung im Netz;Ein vereinheitlichtes Anwendungsprofil für geräteübergreifende Kompatibilität;Eine fest verlegte Kabelverbindung anstelle der bisherigen Zigbee-Funkstrecke;Die Beschränkung des gesamten Netzes auf ein Gerät ohne Erweiterung;b;Zigbee 3.0 vereinheitlicht die zuvor getrennten Anwendungsprofile, wodurch Geräte unterschiedlicher Zigbee-Varianten leichter zusammenarbeiten können.;schwer;Rahmenlehrplan DVK
DVK-IOT-050;DVK;DVK-IOT;Geräteprovisionierung & Device Management;SC;Was versteht man unter 'Device Provisioning' beim Rollout einer größeren IoT-Geräteflotte?;Manuelle Verkabelung der Sensoren noch vor der Auslieferung an den Kunden;Physische Verpackung der Geräte für den späteren Versand ins Zielland des Kunden;Erstregistrierung und Konfiguration neuer Geräte beim Eintritt in die Plattform;Jährliche Inventur der im Feld befindlichen Geräte einer gesamten Flotte;c;Device Provisioning registriert und konfiguriert neue Geräte bei ihrer ersten Verbindung zur Plattform, meist mit Identität und Grundeinstellungen.;mittel;Rahmenlehrplan DVK
DVK-IOT-051;DVK;DVK-IOT;Geräteprovisionierung & Device Management;SC;Warum ist eine zentrale Geräteverwaltung (Device Management) bei tausenden verteilten IoT-Sensoren wichtig?;Sie ersetzt die Notwendigkeit einer bestehenden Internetverbindung der Geräte;Sie übernimmt zusätzlich die physische Reinigung der Sensoren direkt vor Ort;Sie garantiert dauerhaft eine unbegrenzte Batterielaufzeit für alle Geräte;Sie ermöglicht Überwachung, Updates und Fehlerbehebung über die gesamte Flotte;d;Ohne zentrale Verwaltung wäre die Überwachung, Aktualisierung und Fehlerdiagnose bei einer großen, verteilten Geräteflotte kaum praktikabel.;mittel;Rahmenlehrplan DVK
DVK-IOT-052;DVK;DVK-IOT;Geräteprovisionierung & Device Management;SC;Was ist eine sinnvolle Maßnahme, um kompromittierte Geräte aus einer IoT-Flotte gezielt zu isolieren?;Widerruf des Gerätezertifikats und Sperrung des Zugriffs auf der Plattform;Erhöhung der Sendeleistung des betroffenen Geräts im gesamten Funknetzwerk;Verlängerung des geplanten Update-Intervalls für die gesamte Flotte;Weitergabe des zentralen Administratorpassworts an alle beteiligten Nutzer;a;Durch Widerruf des Gerätezertifikats verliert ein kompromittiertes Gerät sofort den Zugriff auf die Plattform, ohne andere Geräte zu beeinträchtigen.;schwer;Rahmenlehrplan DVK
